,texto,fechas,candidato,nombre_lugar
14254,dejenme soñar con cosse-orsi pal 2024 ,27,Cosse,"Montevideo, Uruguay"
14274,"Caro Arena Cosse y su pellejo: Está entre ser intendente y tener fueros... Tiene una tortita de 1k para repartir entre 100 invitados Sin mayoria en la Junta Sin mayoría en las alcaldías Si esto es ganar... Ganamos los multicolores, ahora sean oposición real ",27,Cosse,"Montevideo, Uruguay"
14283,"Ahora que tenemos los resultados, va hilo acerca de que escribí el jueves pasado en nota para ",27,Cosse,"Montevideo, Uruguay"
14291,"Adhiero, y agregó: no se puede elegir a Cosse sobre Raffo. Una lástima que el sistema político sea así... ",27,Cosse,"Durazno, Uruguay"
14390,Gracias Martinez por el gran avance en estos años de esfuerzo y cabeza tuya y de tu equipo y de todo el FA. ,27,Cosse,"Montevideo, Uruguay"
14419,Imaginate Carolina Cosse en el 2024 😱🤩 ,27,Cosse,"Rivera, Uruguay"
14433,Ganó Cosse. Perdió los fueros parlamentarios. Gran dato. ,27,Cosse,"Canelones, Uruguay"
14440,Intendentaaaaaaa💙❤️🤍✊🏻✊🏻 que placer militar para vos 😍 ,27,Cosse,"Montevideo, Uruguay"
14452,"Jajajajaj te confiero una ilucion y una confianza algo desmedida amiga, la cosse se pelea con su espejo y su vida jajaj ",27,Cosse,"Canelones, Uruguay"
14457,Casi como una etiqueta sinónimo de muerte y destrucción. Y pocas cosas le dan tanto miedo a un fascista como ese término. Y de verdad que me resulta hasta pintoresca esa especie de lucha en el barro de mujeres que la prensa ha querido instalar de Cosse Vs Raffo. ,27,Cosse,"Montevideo, Uruguay"
14460,Si espero que ahora sin fueros marche presa ,27,Cosse,"Montevideo, Uruguay"
14488,"Espero que no se olviden que estamos en pandemia.buenas noches,descanses. ",27,Cosse,"Canelones, Uruguay"
14493,"Poniendo a Laura como la formada seria y a Carolina como la popular comunista. Carolina Cosse además de ser ingeniera, gestionó un ministerio, fue presidenta del organismo del Estado que más ganancias ha dado en las últimas décadas y es senadora. ",27,Cosse,"Montevideo, Uruguay"
14507,"En serio siguen queriéndonos hacer creer que la formada es solamente Raffo? Daniel Martinez a mi criterio hizo una muy buena gestión, pero la correcta para seguir profundizando ciertos cambios en Montevideo no es otra que Cosse. Por mas que les de miedo, por más que les pese. ",27,Cosse,"Montevideo, Uruguay"
14511,Se me llena el twitter de la Cosse wtf.. me voy a fb a ver memes. ,27,Cosse,"Cerro Largo, Uruguay"
14515,Cosse está más flaca o me parece a mí? ,27,Cosse,"Montevideo, Uruguay"
14530,"El antel arena te parece poco ! Pero vamos a hacer como ustedes, hacer pedidos de informes para tener pruebas. ",27,Cosse,"Montevideo, Uruguay"
14531,"""Un fuerte APLAZO para Villar y Martínez"" Las primeras palabras de como intendenta ",27,Cosse,"Montevideo, Uruguay"
14568,"Feliz por el triunfo del FA en los departamentos que se logró la victoria, y un saludo a la nueva y flamante intendenta de Montevideo siempre FA 🔴🔵⚪!!! ",27,Cosse,"Montevideo, Uruguay"
14574,"Fua Cosse precisó 5000 pesos pa pagar el celular, me prestas? Espero respuesta Jajajajajajaja ",27,Cosse,"Colonia, Uruguay"
14591,Cosse - Orsi 2024! 🔴🔵⚪ ,27,Cosse,"Lavalleja, Uruguay"
14599,Lady no contesta ,27,Cosse,"San José, Uruguay"
14602,Gracias a Dios Montevideo es la cabeza del Uruguay!!! #CarolinaIntendenta ,27,Cosse,"Cerro Largo, Uruguay"
14608,"No subestimes a la gente del interior, son Urug como los q votan a Cosse a mdeo. Qué a vos o a mi no nos guste es otro tema, no tenés x q explicarle nada a nadie. ",27,Cosse,"Canelones, Uruguay"
14614,Altas ganas de estar festejando Orsi intendente de Canelones y Cosse intendentA de mdeo. ,27,Cosse,"Canelones, Uruguay"
14653,"""Limpieza, movilidad y trabajo. Cultura, innovación y la participación y trabajaré con todos los municipios independientemente del color partidario que tengan. El primer año desplegaremos el plan de emergencia que dijimos en campaña"" Intendente Electa de Montevideo ",27,Cosse,"Canelones, Uruguay"
14662,"Lo mejor que podía pasar, ganó Cosse jajaja! ",27,Cosse,"Cerro Largo, Uruguay"
14672,"Cosse promete limpieza, movilidad y trabajo. Exactamente lo mismo que viene proponiendo el Frente Amplio hace 30 años y jamás pudo solucionar ",27,Cosse,"Montevideo, Uruguay"
14680,Orsi - Cosse u Orsi - Villar ,27,Cosse,"Montevideo, Uruguay"
14700,Gano Carolina Cosse la intendencia ,27,Cosse,"Montevideo, Uruguay"
14712,"Felices. Que sea lección el #Poderesfemenino Gracias en Colón, Montevideo, Uruguay ",27,Cosse,"Montevideo, Uruguay"
14719,Carolina cosse apellido cerrando ortos en una conferencia de prensa. ,27,Cosse,"Montevideo, Uruguay"
14756,"Les juro que no me entra en el pecho la felicidad que manejo con Cosse a la intendencia, una MUJER!!!! #CarolinaIntendenta ",27,Cosse,"Cerro Largo, Uruguay"
14765,Bo se está cumpliendo mi pronóstico ideal!!!! Salvo por lo de Cosse pero hasta ahora una felicidad bárbara! ,27,Cosse,"Lavalleja, Uruguay"
14768,Un domingo que sin dudas esta cargado de todo tipo de emociones. Feliz que el continúe siendo la fuerza política más votada en la IMM. Felicitaciones a 🔴🔵⚪ Incomprensible que Moreira sea electo intendente en Colonia. ,27,Cosse,"Montevideo, Uruguay"
14784,Es bueno que una consolidada burócrata como festeje el esfuerzo de ganarle a habla muy bien de la campaña de una recién llegada y con un poco más de planificación les pasamos x arriba... ,27,Cosse,"Montevideo, Uruguay"
14788,Que le paso a la Ingeniera .Cosse Está tranquila y está para ser compa del gobierno 🤦. La ven igual o solo yo ?? ,27,Cosse,"Maldonado, Uruguay"
14804,Ya perdieronpaysandu y estan casi afuera de rocha Sos boluda o practicas todos los dias para serlo ??? ,27,Cosse,"Montevideo, Uruguay"
14849,,27,Cosse,"Montevideo, Uruguay"
14854,Gracias a ti un placer batallar a tu lado. Felicitaciones . Gran triunfo del ,27,Cosse,"Montevideo, Uruguay"
14855,Cada vez que Cosse dice que la intendencia va a generar trabajo me vienen escalofríos. ¿Qué tendría de bueno que sea la intendencia la que genere empleo en un país? ,27,Cosse,"Montevideo, Uruguay"
14870,"""Jamás se nos pasa por la cabeza armar un gobierno paralelo al gob Nacional, el FA nunca habló de eso. Para nosotros es fundamental el orden republicano y el respeto a las instituciones."" Int. Electa Mvd. ",27,Cosse,"Canelones, Uruguay"
14901,Cosse repitió mil veces “Frente Amplió”. Que le avisen que es Intendente de Montevideo. No del partido ,27,Cosse,"Montevideo, Uruguay"
14921,vergüenza vivir en montevideo con cosse intendenta ,27,Cosse,"Rocha, Uruguay"
14968,"¿Seguro?. Cosse ahora le da una patada en el culo y se lo saca de arriba. Ésta araña trepadora sueña con la presidencia, y la imagen de éste renegado no le sirve. ",27,Cosse,"Montevideo, Uruguay"
14995,Más linda esa foto... ,27,Cosse,"Paysandú, Uruguay"
15011,Un domingo que sin dudas esta cargado de todo tipo de emociones. Feliz que el continúe siendo la fuerza política más votada en Mdeo. Felicitaciones a 🔴🔵⚪ Pero muy preocupante la violencia que nos deja esta jornada de elecciones departamentales. ,27,Cosse,"Montevideo, Uruguay"
15015,El partido nacional (que es un gobierno de coalición) ganó por más que Cosse !! Que ciegos que estamos los Montevideanos!! ,27,Cosse,"Rocha, Uruguay"
15024,Cosse en Mdeo. Orsi en Canelones. Moreira en Colonia. Antía en Maldonado. Goebbels en Rivera.. ,27,Cosse,"Canelones, Uruguay"
15052,Ayyyy cosse 🤩🤩🤩🤩❤️ ,27,Cosse,"Rio Negro, Uruguay"
15053,Cosse está empedo? ,27,Cosse,"Rivera, Uruguay"
15054,Carolina cosse o Evita Perón ,27,Cosse,"Montevideo, Uruguay"
15059,Quiero una Cosse por favor ,27,Cosse,"Colonia, Uruguay"
15062,Cosse se mamó? ,27,Cosse,"Rivera, Uruguay"
15102,I n t e n d e t a !! #CarolinaCosse 👏 #EleccionesDepartamentales2020 ,27,Cosse,"Montevideo, Uruguay"
15103,Ojalá este dispuesta a dialogar de verdad con los operadores y productores de la futura UAM !! Y claro coloque en el cargo gente que sepa! No solo a dedo! ,27,Cosse,"Canelones, Uruguay"
15105,Montevideano liberado dice la nueva Intendenta Cosse ,27,Cosse,"Montevideo, Uruguay"
15106,Ahora resulta que es la raíz y la semilla. ,27,Cosse,"Montevideo, Uruguay"
15107,La Cosse está mamada o ke ,27,Cosse,"Canelones, Uruguay"
15137,Vamo' Arriba Carola! Confiamos en usted! ,27,Cosse,"Montevideo, Uruguay"
15177,I n t e n d e n t a !! #CarolinaCosse 👏 #CarolinaIntendenta #EleccionesDepartamentales2020 ,27,Cosse,"Montevideo, Uruguay"
15185,Raffo duplicó en votos a Cosse. ,27,Cosse,"Maldonado, Uruguay"
15190,Felicitaciones #Intendenta #CarolinaCosse #Montevideo ,27,Cosse,"Montevideo, Uruguay"
15199,Quiero ver esa reunion. Los Amo Tabare Cosse. Que grande ,27,Cosse,"Montevideo, Uruguay"
15200,Cosse está incorporada con el espíritu de Cristina K? Que miedooo ,27,Cosse,"Montevideo, Uruguay"
15217,"Qué capital Antel de todos y el Antel Arena. Se convirtió en la mejor empresa pública del país y vanguardia tecnológica en Latinoamérica liderada por la Ing. Carolina Cosse. Por eso les duele, han operado, lo siguen haciendo e intentan sabotearla. Allí estaremos en su defensa. ",27,Cosse,"Montevideo, Uruguay"
15236,Carolina Cosse habla de que la llamo Laura Raffo y los presentes abuchean. De ese fanatismo patético no hay retorno. ,27,Cosse,"Montevideo, Uruguay"
15237,como se nota que la tienen adentro de noviembre... aflojale al festejo cosse... ,27,Cosse,"Montevideo, Uruguay"
15242,Que la caro arena cosse no se olvide que de los propios sólo el 17% la apoyan...😈 Suerte en pila ,27,Cosse,"Montevideo, Uruguay"
15250,"No es mala onda en absoluto. En fin, disfrutemos que cosse es intendenta, un beso grande fabi! ",27,Cosse,"Montevideo, Uruguay"
15261,"Es escuchando a la caro arena cosse arrastra la voz, alcohol, droga, pastillas ",27,Cosse,"Montevideo, Uruguay"
15265,Y Ripoll?? ,27,Cosse,"Montevideo, Uruguay"
15271,Bien cosse frenando los sibilidos de los boludos 👏👏 ,27,Cosse,"Montevideo, Uruguay"
15292,"Mujica: ""Educación, educación, educación."" Cosse: ""Dialogar, dialogar, dialogar."" Bueno, ya sabemos como termina esto. 😂 ",27,Cosse,"Montevideo, Uruguay"
15296,Escuchando a caro arena cosse los militantes le gritan SINVERGÜENZA🤣 ,27,Cosse,"Montevideo, Uruguay"
15297,"""Se me saltaron las lágrimas y no por que sea mimosa"" Shameme ",27,Cosse,"Canelones, Uruguay"
15313,Excelente discurso de la intendenta electa de Montevideo .... ,27,Cosse,"Montevideo, Uruguay"
15330,Caro Cosse intendenta y luberriaga alcalde en sdi vamos los pibes lpqlp estoy chocha guriseeee ,27,Cosse,"Durazno, Uruguay"
15331,Felicitaciones Felicitaciones y abrazo a todos los militantes del . Lo dejamos todo compas. Lo dejamos todo en esta campaña. Los abrazo Gracias por dejarme ser... ,27,Cosse,"Montevideo, Uruguay"
15334,Cómo les molesta ,27,Cosse,"Montevideo, Uruguay"
15339,Brillante Carolina Cosse.!!!! ,27,Cosse,"Montevideo, Uruguay"
15344,Paaaaaaa el FA es un solo partido Con razón yo no entiendo nada Menos voy a entender como eligen a Cosse ,27,Cosse,"Montevideo, Uruguay"
15349,Ay tranquila Cosse que sos intendenta no presidenta. ,27,Cosse,"Montevideo, Uruguay"
15358,Mucho intendenta !!!! Tremendo discurso !! Volvimos y vamos por el gobierno nuevamente en 5 años ! #FA 🔴🔵⚪️ ,27,Cosse,"Canelones, Uruguay"
15367,Ay Cosse te cala me faz u favor ,27,Cosse,"Montevideo, Uruguay"
15370,Cosse dise que va a reunirse con el primer intendente de Montevideo ..mi duda es Tabaré o arana ,27,Cosse,"Canelones, Uruguay"
15395,A post elecciones ya no cumple con sus dichos. Ya dejó de ser La Montevideo a ser El Montevideo 😂😂 ,27,Cosse,"Rocha, Uruguay"
15400,Salú Intendenta ,27,Cosse,"Montevideo, Uruguay"
15402,La cosse parecía un jugador de independiente ,27,Cosse,"Montevideo, Uruguay"
15410,Arriba Álvaro! ,27,Cosse,"Montevideo, Uruguay"
15411,"Carolina Cosse, 👌🏽💛 ",27,Cosse,"Montevideo, Uruguay"
15431,"No el pueblo no es sabio, eso es mentira. Que sea el menos malo de los sistemas, no significa que no delaten la decadencia general. Otra cosa evidente, los hombres y mujeres serios no resisten en politica, y es un fenómeno mundial. Cómo se explica a los dos candidatos de EEUU. ",27,Cosse,"Montevideo, Uruguay"
15451,Mi Presidenta de Montevideo 💕 #LaMontevideoQueQuiero ,27,Cosse,"Montevideo, Uruguay"
15453,Le gritan sinvergüenza??? 😛🙃#cosse ,27,Cosse,"Montevideo, Uruguay"
15456,"Ana Olivera fué la primera intendenta de Montevideo, pero por la cagada del corredor Garzón que se mandó será olvidada y muchos creerán que Carolina Cosse es la primera intendenta. ",27,Cosse,"Montevideo, Uruguay"
15471,Lacalle le paso la bolsa a Cosse para el discurso ,27,Cosse,"Montevideo, Uruguay"
15489,Felicitaciones Álvaro por la excelente campaña y a seguir que sos parte de la renovación ,27,Cosse,"Montevideo, Uruguay"
15514,Felicito a merecida victoria. Pero más felicito a mi amigo y compañero por lucha incansable y este triunfo emocionante. ,27,Cosse,"Montevideo, Uruguay"
15525,"Discurso de en La Huella. La descose. Eso, Cosse la descose. Trrremenda candidata para el 2024. Tiene todo lo que tiene que tener. Habemus intendentA. en el 2024 diremos que Habemus presidentA ✌💪✊ ",27,Cosse,"Montevideo, Uruguay"
15566,Así salía desde su sede en Ciudad Vieja hacia la Huella de Seregni para brindar su primer discurso como intendenta electa de Montevideo.- ,27,Cosse,"Montevideo, Uruguay"
15571,Tenemos INTENDENTA ✊ ,27,Cosse,"Montevideo, Uruguay"
15578,", y se puede ver en el horizonte la próxima fórmula Orsi- Cosse o Cosse- Orsi 2024!!! Hasta la Victoria siempre 🔴🔵⚪️!!! ",27,Cosse,"Montevideo, Uruguay"
15593,Que lindo mi Montevideo !!! Tenemos intendenta 💪 . Viva el FA Felicidades Si se puede !!!. Si se puede !!!! Si se puede !!! ,27,Cosse,"Montevideo, Uruguay"
15611,💖💖✨✨✨✨🥺🥺🥺🥺 ,27,Cosse,"Montevideo, Uruguay"
15624,"""Fuimos, somos y seremos obreros de la construcción de la patria del futuro...Liber Seregni"" Esperanza en la visión frenteamplista.@Frente_Amplio ",27,Cosse,"Montevideo, Uruguay"
15625,Te vimos en vivo ,27,Cosse,"Montevideo, Uruguay"
15629,"Comparto! mismo razonamiento. Considero que no aportan nada quienes presentan como argumento esto para “restarle” importancia a la victoria del otro. No hay dos lecturas, Luis es presidente de todos y Cosse intendenta de todos los mvdeanos. El resto, es humo jaja. Abrazo choco!!! ",27,Cosse,"Montevideo, Uruguay"
15649,Que lindo verte en el balcón con tu hija !!!!! Una Pichón!!!!!!! Germoso y Emocionante discurso. Te voy a extrañar en el Senado!!!!!! ,27,Cosse,"Paysandú, Uruguay"
15661,Montevideanos y Montevideanas!! No es por ahi Beatriz. Montevideanos alcanza. ,27,Cosse,"Montevideo, Uruguay"
15663,Un gran intendente ,27,Cosse,"Canelones, Uruguay"
15672,"De las cosas malas de esta elección el haber ganado la Cosse, resucita a los paquetes de Goyeneche y Constanza ",27,Cosse,"Soriano, Uruguay"
15673,Gran manejo del sarcasmo de nuestra vicepresidente.... ,27,Cosse,"Artigas, Uruguay"
15699,"Ganó Cosse y mañana cumple años mi club, qué bien veo el arranque de semana ",27,Cosse,"Treinta y Tres, Uruguay"
15704,Dentro de 4 años Vovemos a ser Gobierno 💪💪🎉🎉👏👏🇺🇾🇺🇾 ,27,Cosse,"Montevideo, Uruguay"
15711,"Mi vieja estuvo días diciendole a todxs ""vota bien"". Ahora cuando me dijo ""viste que ganó cosse?"" Adivinen que le respondí... ",27,Cosse,"Montevideo, Uruguay"
15739,Veo esta foto y imagino los anti Cosse con los pelos de punta jajaj ,27,Cosse,"Soriano, Uruguay"
15744,L A J E F A 💜✊🏻 ,27,Cosse,"Montevideo, Uruguay"
15766,Veo esta foto e imagino los anti Cosse con los pelos de punta jajaj ,27,Cosse,"Soriano, Uruguay"
15767,Grande Alvaro!!!!! ,27,Cosse,"Montevideo, Uruguay"
15846,"Ojala que si, pero no lo va a tener fácil, va a tener una linda competencia interna contra Caro Cosse ",27,Cosse,"San José, Uruguay"
15860,"Cosse y Andrade son los ganadores en Montevideo. Martínez y el MPP (Mujica) son los derrotados. Raffo nunca tuvo chance, pero su candidatura única fue un acierto de la multicolor, que no sabía para dónde agarrar. ",27,Cosse,"Montevideo, Uruguay"
15883,El discurso de Cosse hace vislumbrar que tiene sed de revancha por la Presidencia. ,27,Cosse,"Montevideo, Uruguay"
15904,"Una fuerza en construcción permanente.Seguiremos trabajando por la construcción y transformación de Montevideo de la mano de nuestra Intendenta la Compañera Carolina Cosse, nuestra fuerza política que es coalición y movimiento,ese movimiento que llena mi corazón y alma de orgullo ",27,Cosse,"Montevideo, Uruguay"
15919,Señora vicepresidente por con montevideanos están todos incluidos por favor no entren en ese lenguaje que no es correcto !!! ,27,Cosse,"Maldonado, Uruguay"
15930,Quiero ver si te reís cuando pagues tres veces más de lo que pagas de impuestos municipales cabezita hueca. ,27,Cosse,"Montevideo, Uruguay"
15938,Mis respetos a cada militante del que festeja de forma responsable. En lo personal le deseo una buena gestión a las diferencias ideológicas deben quedar atrás para desde cada nivel de gobierno luchar por el bienestar de nuestros compatriotas 🇺🇾 ,27,Cosse,"Montevideo, Uruguay"
15951,"Será Cosse xq a Orsi lo apadrina Mujica, termina procesado como todos sus ""ahijados"" ",27,Cosse,"Montevideo, Uruguay"
15977,Comparto !! ,27,Cosse,"Montevideo, Uruguay"
15981,Te digo más? Cosse arma el próximo sindicato... ,27,Cosse,"Montevideo, Uruguay"
16017,"No, por cosse ",27,Cosse,"Montevideo, Uruguay"
16045,Entre lo de Cosse y vos que me recordás esto se me van las ganas de vivir... 😒😒 ,27,Cosse,"Montevideo, Uruguay"
16057,👏👏👏👏para Raffo!!! ,27,Cosse,"Montevideo, Uruguay"
16075,#CosseLaDescose ✊ ,27,Cosse,"Montevideo, Uruguay"
16083,Vamo Cosse la puta madreeeee ,27,Cosse,"Montevideo, Uruguay"
16172,"En Montevideo nadie va a andar con los vaqueros rotos, porque Carolina cosse.... ",27,Cosse,"Rivera, Uruguay"
16194,"- ahora que ganó carolina en montevideo, va a aumentar la industria textil - por? - porque carolina cosse ",27,Cosse,"Maldonado, Uruguay"
16259,A Caro Cosse la llaman intendenta y a Orsi lo llaman dú ,27,Cosse,"Montevideo, Uruguay"
16263,Seguís Participando Vende Patria Bosta ,27,Cosse,"Montevideo, Uruguay"
16307,😘♥️🧡💛💚💙💜 ,27,Cosse,"Montevideo, Uruguay"
16321,"Un gran discurso el de Cosse !!! Sobre todo unificador... El FA tiene que ir por ese camino, necesitamos más dirigentes como Cosse, Orsi, con fuerza renovadora . Vamos que vamos, más que nunca FA 🔴🔵⚪️!!! ",27,Cosse,"Montevideo, Uruguay"
16332,"No paro de darle me gusta a publicaciones del Frente Amplio, Caro Cosse, Orsi y Luis Suarez. ",27,Cosse,"Montevideo, Uruguay"
