,texto,fechas,candidato,nombre_lugar
13,¿30 años no es nada? ,23,Raffo,"Montevideo, Uruguay"
433,"Menos pocitos y P carretas, para ella es todo Montevideo. Recién aterrizo y lo esta conociendo. ",23,Raffo,"Montevideo, Uruguay"
901,que venga ya la veda electoral porque si escucho una vez mas el jingle de laura raffo prendo fuego la tele ,23,Raffo,"Montevideo, Uruguay"
955,Sólo gente muy mediocre resentida y pusilánime puede votar contra Laura Raffo. ,23,Raffo,"Montevideo, Uruguay"
1094,Es muy difícil que pierdan. Voto a Raffo. ,23,Raffo,"Montevideo, Uruguay"
1140,"Es que los fa ya son re conocidos, solo les importa, la gallina de los huevos de oro. Si gana Laura Raffo. Se verán las auditorias. Se terminan los paros de ADEON, todos vagos. Y quien tiene que sacar la basura es el Ejercito. Aún que no creo, con el nuevo Ministro de Defensa. ",23,Raffo,"Montevideo, Uruguay"
1191,"Él critica los tacos altos de Laura Raffo, pero su propia estética da mucho qué decir yendo en chancletas a trabajar en el parlamento, vergonzoso.. ",23,Raffo,"Montevideo, Uruguay"
1264,"Laurita Pilla, se ve que no recorriste todo . Te dejo algunos de los lugares que no te llevaron a ver. Porque ni en tacos ni en champione, has ido a esos barrios en tu vidaaaa😠😠😠 ",23,Raffo,"San José, Uruguay"
1334,"Si manejaran Montevideo como lo hacen con colonia, habría dos barrios con torres de oro y el resto sería un cantegrill ",23,Raffo,"Colonia, Uruguay"
1368,"Se dan cuenta qué estamos muy cerca de recuperar La Capital del País, de tomar por paliza el ANTRO Fraudeamplista, de pegarles una buena patada en el tujes al zurdaje,vamos que Sí se puede Laura Raffo intendente la UNO ",23,Raffo,"Montevideo, Uruguay"
1397,"Los mejores 15 años!!! Y sigue siendo la mejor Intendencia y el lunes con Carolina, que lindas caras van a tener!!!!!👏👏👏👏👏 ",23,Raffo,"Montevideo, Uruguay"
1419,No puedes porque los.votos no irían al frente amplio los votos en el frente se suman al candidato que tenga más votos tu votas pero no sabes a quien beneficia ese es el peligro.Vota a Raffo o la intendencia.será comunista. ,23,Raffo,"Canelones, Uruguay"
1458,Me causa mucha gracia los dichos de Raffo ,23,Raffo,"Canelones, Uruguay"
1604,Y por eso clasificas a la gente? ,23,Raffo,"Montevideo, Uruguay"
1612,Quien lo dice? El trucha? Jajajjaja ,23,Raffo,"Montevideo, Uruguay"
1652,"Eso es una falacia. Si necesitas recurrir a otro departamento para hacer una comparativa, es que no tienes un solo argumento válido. Has leído la cifra de cantegriles? No te da pudor? ",23,Raffo,"Montevideo, Uruguay"
1659,"Obvio que si, has visto las cifras de realojamientos? De soluciones habitacionales? Has leído como el gob central está recortando en esas políticas? ",23,Raffo,"Colonia, Uruguay"
1681,"Soluciones habitacionales? En serio? Está claro que vuestras políticas no han servido para nada, de hecho promueven la inamovilidad y fomentan qué las personas no luchen por salir de esa situación. Enhorabuena, ahí está la cantera de votantes. Perverso y eficiente cálculo. ",23,Raffo,"Montevideo, Uruguay"
1703,"Ok, ya veo como viene la mano, ustedes fomentan el esfuerzo al dejarlos morir de hambre, bajar salarios y recortar políticas sociales, son unos genios, lo raro es que gobiernen 1 vez cada 30 años, por qué será? ",23,Raffo,"Colonia, Uruguay"
1731,"En realidad, eso no lo sabes. Ya que este gobierno está logrando,a pesar de todas las marchas y el no uso de mascarilla, mantener bajo control la pandemia. Igualmente, tú no quieres mejorar el país, me ha quedado claro que lo que te importa es que el Frente Amplio gane como sea. ",23,Raffo,"Montevideo, Uruguay"
1744,"No, no has dado 1 argumento/prueba de como hará tu partido para mejorar esas situaciones y leyendo el presupuesto no lo veo tampoco ",23,Raffo,"Colonia, Uruguay"
1771,Recién caigo: estás en Colonia y militas por Montevideo? La candidata es Laura Raffo no soy yo y ha dado argumentos de peso y medidas todos los días. Como he leído por aquí los montevideanos sufren síndrome de Estocolmo. Igualmente compartes en tu perfil mentiras sin pudor alguno ,23,Raffo,"Montevideo, Uruguay"
1791,"Sigo aguardando tus argumentos, militó por lo que creo, y las mejores propuestas que ha hecho Lau ya se han hecho o están en desarrollo. En Colonia, más bien lo que me toca de cerca SE VIENE EL TURCO!!! ",23,Raffo,"Colonia, Uruguay"
1818,"Muy tristes las imágenes. Que vas hacer ahí. Colocar unas torres gemelas o trillizas para mejorar ña vista? ¿que hacemos con los vecinos. Los mandamos para otro departamento? Mejor seguí visitando tu barrio y conociendo a tus vecinos, que no sabes quien vive a tu lado ",23,Raffo,"Montevideo, Uruguay"
2051,"El pueblo ya decidió , cambiar la mediocridad de 15 años de robos y mentiras y la mitad de Montevideo ya decidió un cambio una sola candidata Laura Raffo tiene la misma cantidad de votos que tres del frente , UNA SEÑAL MÁS QUE FUERTE !!! ",23,Raffo,"Montevideo, Uruguay"
2266,Otra operación mediática. No me corra por izquierda porque no me va a alcanzar nunca. ,23,Raffo,"Montevideo, Uruguay"
2345,"Con propuestas ""viru viru"" el caballo del Comisario Mujica, dió muestras claras que si no gana... Anda de vuelo para relatar fútbol. Cuídate Kesman!!! #LauraRaffoIntendente #la600 #titoalcaldeenelG #SiPodemos ",23,Raffo,"Montevideo, Uruguay"
2351,Desde temprano desplegados por 5 puntos del municipio: 📍Cavia y Ellauri 📍21 y Sarmiento 📍Ellauri y Montero 📍Av. Brasil y Ellauri 📍26 de Marzo y Luis A. De Herrera Seguimos trabajando para cambiar Montevideo y el CH con #AhoraMontevideo #AhoraLoNuestro ,23,Raffo,"Montevideu, Uruguai"
2540,Y los que si lo conocen lo ven así y no hacen nada ? 🤔🤔🤔 ,23,Raffo,"Montevideo, Uruguay"
2649,Estamos en las afueras del Hospital Militar con todas las listas de #cabildo #LauraRaffoIntendente ,23,Raffo,Hospital Militar
2806,El pp todavía está buscando la pelota que metió en el ángulo por el #TacoCafisho y el #OlvidadoLasPelotas ,23,Raffo,"Montevideo, Uruguay"
2884,"Sos una #Mujer inteligente, no termines la #Campaña en ésta plaza... Demostra que sos #Pueblo, y ve al #Cerrito #teja #cerro, no a #Pocito, cerró en #Colón...., es mi humilde opiñon de una #MujerMilitante... Mucha suerte, #27deSetiembre!! ",23,Raffo,"Montevideo, Uruguay"
2913,Lamentable tu pensamiento estas muy ideolizando 30 años de tu gobierno departamental 15 nacional y siguen con la gran mentira x favor. ,23,Raffo,"Lavalleja, Uruguay"
2914,No es que tienen un PROGRAMA ÚNICO???? Todos los días vemos a los tres presentando distintas utópica obras. NO HACE 30 AÑOS QUE DIRIGEN LA IMM????? ,23,Raffo,"Canelones, Uruguay"
3037,"Contrapunto de Laura Raffo con periodista de TV Ciudad: ""Eso es lo que tú dices"" vía ",23,Raffo,"Montevideo, Uruguay"
3188,"""Y mucho humor"" ",23,Raffo,"Montevideo, Uruguay"
3334,Hay que ponerle volor a la vida VOTA #FlavioHarguindeguyAlcalde #85600CH #Raffo600 ,23,Raffo,"Montevideo, Uruguay"
3340,Hay que ponerle color a la vida VOTA #FlavioHarguindeguyAlcalde #85600CH #Raffo600 ,23,Raffo,"Montevideo, Uruguay"
3368,Este es el mdeo que el fraude AMPLIO nunca vio nunca atendió y siempre los dejó de un lado ,23,Raffo,"Tacuarembó, Uruguay"
3411,Lo dicen porque algo tienen que decir pero saben bien que ese Montevideo olvidado es su responsabilidad ,23,Raffo,"Montevideo, Uruguay"
3569,"A solo 4 días del cambio, seguimos militando en el municipio C feria Capurro #AHORAMONTEVIDEO intendenta y alcalde ",23,Raffo,"Montevideo, Uruguay"
3591,"Y no hay ediles de otros partidos en la intendencia de Mtdeo? Todos son del F.A? Cómo es posible que recién se acuerden del "" Mtdeo olvidado""? ",23,Raffo,"Colonia, Uruguay"
3611,Este domingo el cambio le toca a Montevideo. es el cambio que montevideanos necesitan después de 30 años de gobiernos del con un proyecto ya agotado. Votar a cualquier candidato del FA es un voto a Cosse. Pedí la #Raffo600 ,23,Raffo,"Montevideo, Uruguay"
3655,Cambia ya! Vota a Raffo en LISTA 1 !! 👇👇en el FA se siguen acomodando en la IMM Lee y RT👇👇 ,23,Raffo,"Montevideo, Uruguay"
3674,"En el Municipio E, y la está con Este 27 votamos la 1 de + 11404-E. #AhoraMontevideo. ",23,Raffo,"Montevideo, Uruguay"
3796,"Hola de dónde sacaste mi número de celular? Porque cualquiera que te lo haya dado, mi consentimiento no lo tuvo ni lo tendrá. O por lo menos compra bases de datos que si sean de Montevideo. Pasmada ",23,Raffo,"Montevideo, Uruguay"
3975,"Un día menos para volver a los taquitos que supieron pisar el Estudio de Canal 12, Endeavor y los pisos relucientes de su hábitat natural junto a los emprendedores y mentores del Montevideo de pocos. A pesar de la agencia y el aparato mediático se termina la pasantía, ",23,Raffo,"Montevideo, Uruguay"
4096,Seguimos recorriendo Buceo y Malvin porque Montevideo necesita un cambio con la #Lista1 de y #Lista140E de en el Municipio E. #AhoraMontevideo ,23,Raffo,"Montevideo, Uruguay"
4176,Militancia del domingo 20/09🚪💪 Votá por la #Lista1 y la #Lista140C #AhoraMontevideo #AhoraLuis ,23,Raffo,"Montevideo, Uruguay"
4274,"Pero leerle, le leen. Si no regamos el desierto avanza. Hay que contrarrestar sin ambages, ni insultos. Nunca pierdo la esperanza de que algún twitero se replantee esas ""verdades"". ",23,Raffo,"Montevideo, Uruguay"
4277,Decidite Raffo. ,23,Raffo,"Rivera, Uruguay"
4326,No encuentra la forma. Cada x tiempo nos cruzamos. Eso se lo reconozco. También te digo que soy más bloqueada por la derecha que por la izquierda. El fanatismo es independiente de ideología. ,23,Raffo,"Montevideo, Uruguay"
4480,Eso problema del gobierno que dijo que iba a dar más seguridad y los asesinatos siguen igual! ,23,Raffo,"Montevideo, Uruguay"
4538,A pocos días del cambio seguimos sumando en la feria de Capurro intendenta y alcalde por el municipio C #AHORAMONTEVIDEO #Lista1 ,23,Raffo,"Montevideo, Uruguay"
4573,Este 27/9 Montevideo vota así intendenta y alcalde por el municipio C #Lista1 #AHORAMONTEVIDEO ,23,Raffo,"Montevideo, Uruguay"
4593,Este 27/9 Montevideo vota así intendenta y alcalde por el municipio C #AHORAMONTEVIDEO #Lista1 ,23,Raffo,"Montevideo, Uruguay"
4634,"El verdadero voto que vale es dentro del FA. Ahí prefiero a D Martinez. Si no les agrada Cosse, es lo que deberían votar ",23,Raffo,"Florida, Uruguay"
4946,"Mañana intensa repartiendo la Lista 1 + 140-E. Estuvimos en la Feria de Verona y en la Feria de Pilcomayo, el último empujón para ver a Intendenta y Alcalde del Municipio E. #AhoraNosotros ",23,Raffo,"Montevideo, Uruguay"
5002,Votando a con la lista 1 del votas a Edil ,23,Raffo,"Montevideo, Uruguay"
5098,Que multicolores techos mira como ensuciaron la cañada para querer mostrar un montevideo que ya hace 30 años no esiste. Jajja ,23,Raffo,"Montevideo, Uruguay"
5165,Gracias Marti!!💪🏼 ,23,Raffo,"Montevideo, Uruguay"
5273,"El domingo 27 de setiembre votamos a con la #Lista1, la lista del También votamos los candidatos a las alcaldías del conocé sus listas👇 #HILO ",23,Raffo,"Montevideo, Uruguay"
5293,Cierre de campaña de y la #Lista1 este jueves a las 19:00 hrs en Plaza Varela #SiPodemos #AhoraMontevideo ,23,Raffo,"Montevideo, Uruguay"
5372,"Veo que se están podando los árboles en Montevideo. Una empresa privada, BIMSA. ¿Porqué no lo hacen los funcionarios municipales? ¿Cuánto nos sale? ¿Cuántos empleados de la IM no son administrativos? Respuesta? ",23,Raffo,"Montevideo, Uruguay"
5390,"""Si el FRENTE AMPLIO hubiese cumplido con un diez por ciento de lo que desde 1989 prometieron, a la zonas olvidadas podría haber ido nomás de zapatos de taco"" ",23,Raffo,"Montevideo, Uruguay"
5618,¿Habrá Día del niño cuando Raffo ponga al frente de la Intendencia a un adulto? ,23,Raffo,"Canelones, Uruguay"
5636,"Según Botinelli ,Raffo que ni se presente !!! Jaja flechado a la izquierda ? Naaaaaa jaja mamarracho!!! ",23,Raffo,"Maldonado, Uruguay"
5654,"Taquito militar. ¿Cafisho, no? 😂 ",23,Raffo,"Montevideo, Uruguay"
5941,"La chica es menor. La responsabilidad de un crecimiento seguro y saludable es del adulto. Fijate q Raffo nada más, justificó q avisaba de los chanchos de la IMM justificandose en q era 1 joven de 33 años. Esta adolescente ni siquiera llega a los 18. Es una víctima ",23,Raffo,"Montevideo, Uruguay"
5946,"Esta noche cita obligatoria con ella con la futura Intendente La Sra Laura Raffo en el mejor Canal ,Canal 4. ",23,Raffo,"Montevideo, Uruguay"
6222,"Por fuera de la misiva que le redactó la agencia publicitaria, el tono de voz de Raffo, su lenguaje gestual y su mirada en su comparecencia en los medios amigos, mostraron el profundo desprecio q siente hacia Mujica, su lenguaje y su estilo de vida diametralmente opuesto al suyo ",23,Raffo,"Montevideo, Uruguay"
6223,Tijeretazo y listo ,23,Raffo,"Montevideo, Uruguay"
6226,Que gane Raffo sería lo más sensato para poner algo de equilibrio ante tanta corrupción del FA. ,23,Raffo,"Canelones, Uruguay"
6312,"Estamos convencidos que es posible cambiar Montevideo, por eso te pedimos que el domingo 27 acompañes a y la #Lista1 con tu voto #SiPodemos ",23,Raffo,"Montevideo, Uruguay"
6315,Lo que #Villar no dice es que el objetivo del partido comunista y del que en definitiva son los que manejan al #FA es llegar a un régimen totalitario de #izquierdacomo en Cuba Por este motivo debemos recuperar Montevideo votando a ,23,Raffo,"Montevideo, Uruguay"
6345,Lo que #Villar no dice es que el objetivo del partido comunista y del que en definitiva son los que manejan al #FA es llegar a un régimen totalitario de #izquierda como en Cuba Por este motivo debemos recuperar Montevideo votando a ,23,Raffo,"Montevideo, Uruguay"
6481,"¡ es uno de nuestros 37 candidatos jóvenes que integran las diferentes listas de cara a estas Elecciones Departamentales y Municipales ! Este 27/09 votamos a por el cambio con la Lista 1, la lista ÚNICA del 💪 #AhoraMontevideo #SíPodemos ",23,Raffo,"Montevideo, Uruguay"
6503,"Te queda un día para aceptar debatir con , anímate y evacua dudas ! De nada sirve gritar en la pulpería (Twitter) si tu propio partido te mando callar y no te permitió debatir!! Quien gobernaría la IM en caso (improbable) q ud gane? UD o Miranda ? ",23,Raffo,"Montevideo, Uruguay"
6535,"Me imagino que tenés terrible capacidad de pensamiento para explicar dónde me equivoco, pero si vienes a insultar gratis desde un perfil anónimo se nota que tengo razón ",23,Raffo,"San José, Uruguay"
6643,"El Montevideo olvidado que el Frente Amplió no reconoce. Vamos a darle nuevamente la oportunidad, cuando no hicieron nada para cambiar esta realidad durante 30 años? Arroyo Miguelete👇 #Raffo600 ",23,Raffo,"Montevideo, Uruguay"
6727,Laura Raffo en vivo hoy en ,23,Raffo,"Montevideo, Uruguay"
6903,"De nada sirve debatir con el que no tiene chances. Además si hace como el presi que no tiró 1 idea y pasó los 2 debates criticando, como que no hay nada para comparar. PD: Ya le devolvieron las tierras a Delgado? Porque parece que por soriano o colonia ya están repartiendo ",23,Raffo,"Colonia, Uruguay"
7078,Hace como Pilar. Vecina de Punta de Rieles Que nos da nuevamente su voto de confianza! Ahora' La Lista 🟠1🟠 con lista 11F ALCALDE. #AhoraMunicipioF #AHORA #CambiarMontevideo #LauraRaffoIntendenta ,23,Raffo,"Montevideo, Uruguay"
7131,#OrgullosamenteBlanco Los Nacionalistas en el #MunicipioCH votamos las listas : 1 de + 140-CH de Que lindo ser BLANCO ⚪🔵 #AhoraMontevideo #AhoraLoNuestro Vamos por un #MunicipioSEGURO con #Serenazgo. ,23,Raffo,"Montevideo, Uruguay"
7278,#AhoraMontevideo #SiPodemos ,23,Raffo,"Montevideo, Uruguay"
7390,"Aseguran que el ex presidente no votará en las elecciones del próximo domingo por prescripción médica, me pregunto ¿qué sucederá si gana por un voto? ",23,Raffo,"Montevideo, Uruguay"
7585,Con el dinero de los que pagan los impuestos! Clara evidencia del FA manejando con desprecio y sin control el dinero de todos los Montevideanos. Por eso! Este 27 Hay que cambiar! Y Votar ,23,Raffo,"Montevideo, Uruguay"
7694,Ok... me acabo de despertar de un sueño tan real como feo. Fallecía una amiga y ganaba Laura raffo ,23,Raffo,"Montevideo, Uruguay"
7985,"Excelente así se habla, VAMOS QUE PODEMOS. VIVA LAURA Raffo. ",23,Raffo,"Montevideo, Uruguay"
7988,"La que se ofende cuando alguien dice ""las pelotas""jajaj ",23,Raffo,"Montevideo, Uruguay"
8102,Así será. Vamos que podemos. Viva Laura Raffo! ,23,Raffo,"Montevideo, Uruguay"
8146,"Realmente alguien cree que los candidatos del FA son mejores que Laura Raffo? En que se basan? Puedo entender que Martínez hizo una, relativamente buena IMM, pero Cosse? Que derrochó nuestro dinero 🤔 ",23,Raffo,"Montevideo, Uruguay"
8172,Totalmente CIERTO .Laura Raffo Intendenta con la 1!!!! ,23,Raffo,"Montevideo, Uruguay"
8176,Ninguno de los 3 lo están para gobernar Martínez dice 500 obras y Mdeo esta cada vez peor. Muchos impuestos muchas aglomeraciones mucho despilfarro de dinero. Y la falta de respeto de Mujica hacia Laura. Sólo Laura debe ganar 🇺🇾 ,23,Raffo,"Montevideo, Uruguay"
8295,"Es lamentable que sigan ganando la intendencia y la cantidad de gente militantes ciegos que los siguen a morir. Montevideo olvidado como los barrios que has visitado las calles cortadas llenas de pozos, despinfarros de dinero, impuestos, etc. ",23,Raffo,"Montevideo, Uruguay"
8371,Mañana #UniónVecinal acompaña a #LauraRaffo en el Cierre de Campaña en la #PlazaVarela a las 19hs. ,23,Raffo,"Montevideo, Uruguay"
8426,Se confirma el ballotage femenino en Montevideo . vs . No hay más opciones. Una o la otra . ,23,Raffo,"Montevideo, Uruguay"
8448,"A cuatro días de las elecciones, la intención de voto según Cifra: Frente Amplio: 53% Coalición multicolor (@lauraraffo ): 39% Interna FA: 24% 16% 13% ",23,Raffo,"Montevideo, Uruguay"
8462,Ay los números te dan PAL carajo Ni festejando tu cumple en Marconi subiste ,23,Raffo,"Montevideo, Uruguay"
8477,Ya lo dijo #NoVasAserIntendenta Equipos en el 10 Cifra en el 12 ,23,Raffo,"Montevideo, Uruguay"
8546,"Que abismo Raffo con sus contrincantes !!! Claridad en sus respuestas, proyectos realistas, concretos hasta simples diría para mejorar la vida de la ciudad. Mejorar en limpieza, iluminación, transporte y bacheo ya harian la diferencia ",23,Raffo,"Maldonado, Uruguay"
8613,#lauraraffo #imm ,23,Raffo,"Montevideo, Uruguay"
8702,"Hoy, estuvimos visitando a nuestros candidatos a Alcalde por el Municipio F y G. Estamos en la recta final de esta larga campaña. Es cuando más debemos militar y apoyar a quienes han dejado todo para poder cambiar Mdeo. El domingo se vota la #Raffo600 🙌💪 ",23,Raffo,"Montevideo, Uruguay"
8788,"Nuestra compañera estuvo entrevistando al candidato a alcalde por el Municipio D, acerca de su visión y el Montevideo olvidado que queremos cambiar junto a intendente y Cholo Conde concejal con la lista 11D! Link: ",23,Raffo,"Montevideo, Uruguay"
8796,Y si para los votantes. Distraídos como cuando se quejaron del 600 qie se confundía con el 609....quien puede ser tan nabo? Bueno si los votantes del ,23,Raffo,"Montevideo, Uruguay"
8821,#Cosse no quiere el tren de la costa por avenida Italia porque aisla al norte del Sur. Ahora ¿Caro no sabe que el #FA con la aisló conciliación de Colon. La solucion es votar a y sacarlos de la Intendencia ,23,Raffo,"Montevideo, Uruguay"
8918,"Nueva recorrida252 x Malvín Norte visitando amigos, entregando nuestras LISTAS 1 y 140-E , y presentando a nuestra compañera candidata a Alcalde Seguimos sumando apoyos y votos, respaldando a Meme y a Noelia I. como suplente a la Alcaldía! ",23,Raffo,"Montevideo, Uruguay"
9057,Capaz que no lo entendes xq se nota que tu coeficiente intelectual no es muy elevado...Pero podes preguntar X ahí que significa. ..besito en la frente docornu ,23,Raffo,"Montevideo, Uruguay"
9063,Concertación* 😏 ,23,Raffo,"Montevideo, Uruguay"
9357,"Ayúdanos a cambiar Montevideo,danos la oportunidad 🙌🏻🙌🏻🙌🏻 #SiPodemos #PartidodelaGente ",23,Raffo,"Montevideo, Uruguay"
9411,"Una cosa no justifica la otra, pero hay que hacer las cosas bien. Es muy fácil ver la paja en el ojo ajeno... ",23,Raffo,"Montevideo, Uruguay"
9484,Hola! Municipio B. Precisás que te llevemos la lista? ,23,Raffo,"Montevideo, Uruguay"
9578,"Cualquier cosa les sirve a algunos para que la cancha se ensucie y ganar poder y puestos,cuando quieran ganar puntos, por lo menos que debatan con laura Raffo, por algo obvio no lo hacen ",23,Raffo,"Canelones, Uruguay"
9644,"Marcelo, no te conozco, pero no me subestimes, en la primer foto está claro que el alambre pasa por arriba del cartel de la 1 que está debajo. Lamento eso lo haga gente de mi partido, empujar si, pero dentro de los límites del respeto a los demás. Saludos. ",23,Raffo,"Montevideo, Uruguay"
9653,"Obviamente laura raffo aun con su aspecto delicado, les da miedito, y que se le va a hacer, si no tienen capacidad ni argumentos, se quedan con el cuento, y con los que les creen ,asi vamos ",23,Raffo,"Canelones, Uruguay"
9796,"Conoces Garzon, ai vas por Garzon para colon doblar a la izquierda es imposible, y doblas la derecha las manzanas son de varias cuadras, es muy complicado cruzar, ",23,Raffo,"Montevideo, Uruguay"
9804,Genial!!! Yo idem!!!👏👏👏👏👏👏 ,23,Raffo,"Montevideo, Uruguay"
9991,"Les parece injusto que la Raffo pierda las elecciones con un porcentaje del 30 y de votos. No molesta que Lacalle Pou haya sido electo presidente con un 28% y la peor cifra de las últimas 2 décadas para el PN. Después te dicen que ""lis riglis ilictirilis ni sin lis mismis"" ",23,Raffo,"Montevideo, Uruguay"
9992,"No digo que haya mala fe, solo te mostré 3 casos de varios que vi, respondiendo un twit donde se están quejando de cosas que también se hicieron de ambos lados, nada más. Abrazo. ",23,Raffo,"Montevideo, Uruguay"
10012,Genia ,23,Raffo,"Salto, Uruguay"
10118,Tengo miedo...de no poder pagar lo que le regalaría de corazón si sucediera eso...en casa no lo entenderian🤷‍♂️ ,23,Raffo,"Montevideo, Uruguay"
10148,Tal cual!!!! ,23,Raffo,"Montevideo, Uruguay"
10323,Carolina por siempre!!!!👏👏👏👏👏 ,23,Raffo,"Montevideo, Uruguay"
10383,La única manera de anular el voto es si votas c lemas cruzados. Por ej. A intendencia votas a Raffo y de alcalde a alguien del FA. ,23,Raffo,"Montevideo, Uruguay"
10447,#Mañana CIERRE DE CAMPAÑA en la Plaza Varela junto a #AhoraMontevideo #AhoraLoNuestro #SeVieneBURCA ,23,Raffo,"Montevideo, Uruguay"
10448,Error !!! Es CAROLINA ,23,Raffo,"Montevideo, Uruguay"
10467,Un JW etiqueta azul! Pero lo tomamos juntos! 🥃 ,23,Raffo,"Montevideo, Uruguay"
10468,Querés conocer más acerca del candidato a alcalde del Municipio B? No te pierdas esta entrevista a El cambio en Montevideo es con y la lista 11-B! Link: ,23,Raffo,"Montevideo, Uruguay"
10573,🍀🍀🍀💪🏼💪🏼💪🏼🙏🙏🙏 ,23,Raffo,"Montevideo, Uruguay"
10612,...veo beodos si llega a ganar... ,23,Raffo,"Montevideo, Uruguay"
10671,"Mañana acompañamos a la próxima intendenta al cierre de esta extraordinaria campaña. Se viene el cambio en Montevideo. Respetando el distanciamiento y con tapabocas, nos vemos a las 19:00 horas en la plaza Varela. #SiPodemos ",23,Raffo,"Pocitos, Montevideo"
10688,"Se siente el cambio, Montevideo lo merece #AHORAMONTEVIDEO #Lista1 intendenta y alcalde por el municipio C ",23,Raffo,"Montevideo, Uruguay"
10689,"Pa mi Gana , aunque yo no vaya a votar, prefiero pagar la multa que agarrarme ""CORONGA""💪😏🦸‍♂️🦸‍♂️🦸‍♂️🦸‍♂️ ",23,Raffo,"Montevideo, Uruguay"
10726,#AHORAMONTEVIDEO #Lista1 vamos que lo merecemos. Este 27/9 votamos así intendenta y alcalde por el municipio C ,23,Raffo,"Montevideo, Uruguay"
10806,😂😂😂😂😂😂😂 ,23,Raffo,"Maldonado, Uruguay"
10840,"Votá a Laura Raffo como intendenta y si estas dentro del Municipio E, votá al Alcalde de Laura, Cesar Raimondo. Lista 11 E #AhoraMontevideo #cesaralcalde #juntospodemos ",23,Raffo,"Montevideo, Uruguay"
11077,"Hasta que bolchevideo no se convierta en una ciudad sensata, que barra con todos estos delincuentes sanateros zurdos, vamos a seguir entre la mierda. ",23,Raffo,"Montevideo, Uruguay"
11090,"A redoblar esfuerzos, arriba !! Sino que nos espera 🙏🏻 ",23,Raffo,"Montevideo, Uruguay"
11206,"Zurda pedorra, garrapata inútil, por gente como ésta seguiremos en el tercer mundo. ",23,Raffo,"Montevideo, Uruguay"
11316,"¡Estuvimos con por Rbla Mahatma Gandhi &amp; Leyenda Patria, terminando el 🚪 a 🚪 de cara a estas Elecciones Departamentales y Municipales! Este 27/09 votamos la Lista 1 de y la 712004-CH de 💪🏻 #AhoraMontevideo #SíPodemos #AbtAlcaldeCH #AbtSigue ",23,Raffo,Lista 1 - Municipio CH
11412,,23,Raffo,"Maldonado, Uruguay"
11511,¿Ahora trabaja en la Comedia Nacional? ,23,Raffo,"Montevideo, Uruguay"
11645,Y la lengua... Por algo terminó vivito y saludable al igual que toda la cúpula zurda. ,23,Raffo,"Montevideo, Uruguay"
11654,TENGO FEEE Y ESPERANZA ,23,Raffo,"Montevideo, Uruguay"
11686,"Pide la hora, el día, el mes y el año ",23,Raffo,"Montevideo, Uruguay"
170,A redoblar esfuerzos y vota a con la LISTA 1 🇺🇾🇺🇾🇺🇾🇺🇾‼️ #HayOrdenDeNoAflojar #EsAhora #AhoraMontevideo 🇺🇾‼️ ,24,Raffo,"Montevideo, Uruguay"
200,Vota a con la LISTA 1 🇺🇾🇺🇾🇺🇾‼️ No votes pasado escabroso 👇👇👇👇👇‼️ ,24,Raffo,"Montevideo, Uruguay"
343,Vota a con la LISTA 1. ‼️‼️ Vas a seguir votando al FA a la IMM??? Se burlan de vos👇👇👇👇👇🇺🇾‼️ ,24,Raffo,"Montevideo, Uruguay"
379,Vota a con la LISTA 1.🇺🇾‼️ No votes al FA a la IMM‼️👇👇👇👇👇👇El FA se burla de tu voto 👇👇👇 ,24,Raffo,"Montevideo, Uruguay"
386,"Por la mugre que hay abajo de tu televisor, se entiende tu voto! Te gusta vivir en la mugre!!! ",24,Raffo,"Montevideo, Uruguay"
454,#AhoraMunicipioC LISTA 11C ALCALDE. ,24,Raffo,"Montevideo, Uruguay"
526,No hay balotage en elecciones departamentales ,24,Raffo,"Montevideo, Uruguay"
718,Vota a con la LISTA 1 🇺🇾‼️ Los candidatos del FA se BURLAN de ti‼️👇👇👇voto castigo al FA‼️👇👇 ,24,Raffo,"Montevideo, Uruguay"
776,quiero pedir una lista de Supongo que podré dado que me han ofrecido la de Esto es política a través de emp. Públicas o casualidad? Espero respuesta. ,24,Raffo,"Montevideo, Uruguay"
816,Si dale escribime por privado. Gracias! ,24,Raffo,"Montevideo, Uruguay"
918,Gracias a vos! ,24,Raffo,"Montevideo, Uruguay"
933,Felicitaciones Gran trabajo! 💪 ,24,Raffo,"Montevideo, Uruguay"
1005,Con este equipo hasta el fin del mundo!!! El 27 votá 11404E Alcalde Municipio E junto con la 1 de ,24,Raffo,"Montevideo, Uruguay"
1066,"Es HOY🇺🇾🇺🇾🇺🇾🇺🇾‼️ 19:00HS 📍PLAZA VARELA ""CIERRE DE CAMPAÑA"" Sí, PODEMOS🇺🇾‼️ VOTA CON LA LISTA 1🇺🇾 #LauraRaffoIntendente ",24,Raffo,"Montevideo, Uruguay"
1075,"Siguen con la eterna sanata zurda... Lo más indignante es que hay miles de lumpens con credencial, que siguen comprando esto. ",24,Raffo,"Montevideo, Uruguay"
1080,Que el FA no se burle más de ti ‼️Vota a con la LISTA 1 🇺🇾‼️ ,24,Raffo,"Montevideo, Uruguay"
1227,No crea. Es muy difícil remontar los nros. del año pasado en bolchevideo. Raffo está haciendo una campaña brillante y si juega bien la veo para Presidente en 2025. 2030 vuelve Luis. ,24,Raffo,"Montevideo, Uruguay"
1234,"Si gana cose y se comporta como cose, ahí sí, no vuelven nunca más. ",24,Raffo,"Montevideo, Uruguay"
